Course,Year Level,Category,Comment,Sentiment,Date
BSCS,3,Faculty/Professors,"Consistent magbigay ng feedback si Prof. Cruz, kaya alam namin kung saan pa kami dapat mag-improve.",Positive,2026-08-18
BSIS,1,Staff,Sana mas organized ang queue kasi ang tagal naming naghihintay!,Negative,2026-08-18
BSIS,3,Facilities,Hindi consistent ang cleanliness ng restrooms; sana mas madalas ang maintenance. Sana ma-improve soon!,Negative,2026-08-18
BSIT,2,Payments,"Minsan hindi clear kung magkano talaga ang kailangan bayaran, kaya nakakalito.",Negative,2026-08-18
BSEMC,1,Faculty/Professors,"Parang kulang sa examples ang discussion ni Ma'am Reyes, especially kapag complicated yung topic.",Negative,2026-08-18
BSIT,2,Facilities,"Sapat naman ang facilities for classes, though some equipment could be improved. That's all.",Neutral,2026-08-18
BSEMC,1,Faculty/Professors,"Hindi laging clear ang instructions ni Sir Mark, kaya nakakalito kapag gumagawa na kami ng activity. Please address this.",Negative,2026-08-18
BSIS,2,Facilities,"Maayos ang chairs, tables, and lighting kaya comfortable mag-aral.",Positive,2026-08-18
BSIT,1,Staff,"Nakuha ko naman yung kailangan kong assistance, pero hindi agad-agad. That's all.",Neutral,2026-08-18
BSEMC,3,Staff,Mahaba ang waiting time and kulang minsan ang information na binibigay. Medyo frustrating.,Negative,2026-08-18
BSCS,3,Payments,Matagal ang payment verification at kailangan pang mag-follow up.,Negative,2026-08-18
BSIT,2,Payments,Mabilis ma-verify ang payment at nagbibigay sila ng receipt agad. Nice!,Positive,2026-08-18
BSIS,4,Payments,Nakapagbayad naman ako without major problems; sakto lang ang process.,Neutral,2026-08-18
BSEMC,2,Staff,"Maayos naman ang proseso kapag nakausap na ang staff, pero may waiting time. So far, okay.",Neutral,2026-08-18
BSCS,3,Facilities,"Sapat naman ang facilities for classes, though some equipment could be improved.",Neutral,2026-08-18
BSEMC,2,Faculty/Professors,"Naiintindihan ko naman ang lectures ni Ma'am Reyes, pero may ilang topics na mas okay sana kung may examples.",Neutral,2026-08-18
BSIS,1,Facilities,Well-maintained ang facilities and mabilis ma-report kapag may minor issue.,Positive,2026-08-18
BSIT,3,Facilities,"Maraming computers sa lab ang mabagal or hindi gumagana, kaya nahihirapan kami.",Negative,2026-08-18
BSCS,4,Facilities,"Maayos naman ang study area, pero limited ang available seats kapag busy.",Neutral,2026-08-18
BSEMC,1,Staff,Hindi consistent ang assistance; may staff na helpful pero may times na parang minamadali kami. Sana maayos agad!,Negative,2026-08-18
BSIT,2,Staff,Friendly and professional yung staff; hindi awkward magtanong kahit paulit-ulit.,Positive,2026-08-18
BSIT,4,Staff,"Maayos naman ang proseso kapag nakausap na ang staff, pero may waiting time.",Neutral,2026-08-18
BSIT,3,Payments,"Walang naging hassle sa payment ko—simple, clear, and mabilis!",Positive,2026-08-18
BSCS,2,Facilities,"Maayos naman ang study area, pero limited ang available seats kapag busy.",Neutral,2026-08-18
BSIS,2,Faculty/Professors,"Parang kulang sa examples ang discussion ni Sir Mark, especially kapag complicated yung topic. Please address this.",Negative,2026-08-18
BSIT,4,Faculty/Professors,"Parang kulang sa examples ang discussion ni Sir Mark, especially kapag complicated yung topic.",Negative,2026-08-18
BSEMC,4,Facilities,"Okay naman ang classroom facilities, although may ilang chairs na need ng maintenance.",Neutral,2026-08-18
BSIS,4,Faculty/Professors,"Sobrang clear ng instructions ni Sir Mark, kaya mas madaling sundan yung activities.",Positive,2026-08-18
BSEMC,2,Payments,Walang major issue sa payment; may minor delay lang sa verification.,Neutral,2026-08-18
BSIT,3,Staff,Maayos kausap ang staff and respectful sila kahit maraming students na nagtatanong.,Positive,2026-08-18
BSCS,1,Payments,"Hindi consistent ang information tungkol sa fees, kaya naguguluhan kami.",Negative,2026-08-18
BSIS,2,Payments,Matagal ang payment verification at kailangan pang mag-follow up.,Negative,2026-08-18
BSIS,3,Facilities,"Generally clean ang area, although may times na kailangan ng additional cleaning. That's all.",Neutral,2026-08-18
BSEMC,4,Facilities,May mga sirang equipment na matagal bago ma-repair.,Negative,2026-08-18
BSCS,1,Staff,"Okay naman ang communication, although minsan kailangan kong ulitin yung concern. That's all.",Neutral,2026-08-18
BSEMC,4,Payments,Walang major issue sa payment; may minor delay lang sa verification. That's all.,Neutral,2026-08-18
BSIS,3,Payments,Helpful yung cashier kapag may questions about fees and balances. Super helpful!,Positive,2026-08-18
BSEMC,3,Facilities,"Okay naman ang ventilation, pero minsan medyo mainit kapag maraming students. No major issue.",Neutral,2026-08-18
BSIT,3,Staff,Okay naman ang staff service; may times lang na kailangan maghintay bago ma-assist.,Neutral,2026-08-18
BSEMC,3,Payments,Maayos ang cashier service; mabilis mag-process at polite ang staff. Salamat po!,Positive,2026-08-18
BSIT,3,Faculty/Professors,"Very approachable si Prof. Santos, kaya comfortable kaming magtanong kahit basic yung question.",Positive,2026-08-18
BSEMC,4,Facilities,"Okay naman ang ventilation, pero minsan medyo mainit kapag maraming students. That's all.",Neutral,2026-08-18
BSIS,4,Payments,Limited ang payment options kaya medyo hassle para sa students.,Negative,2026-08-18
BSCS,2,Faculty/Professors,"Ang galing ni Ma'am Reyes mag-discuss; kahit mahirap yung topic, mas naiintindihan namin.",Positive,2026-08-18
BSCS,3,Payments,"Okay ang process, pero mas convenient sana kung mas maraming payment options. So far, okay.",Neutral,2026-08-18
BSIT,3,Staff,Maayos ang service nila and usually mabilis ang response sa inquiries.,Positive,2026-08-18
BSCS,2,Staff,Mabilis mag-assist ang staff kapag may kailangan kaming documents.,Positive,2026-08-18
BSIT,3,Faculty/Professors,"Very approachable si Prof. Santos, kaya comfortable kaming magtanong kahit basic yung question. Super helpful!",Positive,2026-08-18
BSCS,4,Payments,Organized ang payment process kahit maraming students.,Positive,2026-08-18
BSIT,2,Facilities,"Okay naman ang ventilation, pero minsan medyo mainit kapag maraming students.",Neutral,2026-08-18
BSEMC,3,Faculty/Professors,Okay naman ang discussion ni Prof. Santos; may parts lang na kailangan kong balikan pagkatapos ng class.,Neutral,2026-08-18
BSCS,4,Staff,Medyo mahirap mag-follow up dahil hindi agad malinaw kung sino ang dapat kausapin.,Negative,2026-08-18
BSIT,1,Payments,Maayos ang cashier service; mabilis mag-process at polite ang staff.,Positive,2026-08-18
BSIT,3,Payments,"Matagal bago makakuha ng receipt, which makes the process inconvenient. Please address this.",Negative,2026-08-18
BSCS,3,Faculty/Professors,Medyo mahirap sundan ang lectures ni Sir Adrian; kailangan pa naming maghanap ng ibang explanation. Medyo frustrating.,Negative,2026-08-18
BSEMC,3,Facilities,Minsan sobrang init sa classroom dahil mahina ang aircon or ventilation.,Negative,2026-08-18
BSEMC,3,Faculty/Professors,Ang engaging ng klase ni Prof. Cruz—hindi boring kahit mahaba ang discussion.,Positive,2026-08-18
BSCS,1,Faculty/Professors,"Patient si Sir Adrian and willing mag-explain ulit kapag may nalilito. Thank you, sir/ma'am!",Positive,2026-08-18
BSCS,3,Faculty/Professors,"Sobrang clear ng instructions ni Sir Adrian, kaya mas madaling sundan yung activities.",Positive,2026-08-18
BSIT,3,Facilities,"Generally clean ang area, although may times na kailangan ng additional cleaning.",Neutral,2026-08-18
BSIT,3,Facilities,Helpful yung Wi-Fi sa campus; mas madali gumawa ng schoolwork online.,Positive,2026-08-18
BSEMC,1,Faculty/Professors,"Maayos naman ang instructions ni Sir Adrian, although may pagkakataong kailangan pa naming magtanong for clarification.",Neutral,2026-08-18
BSEMC,3,Staff,"Walang major issue sa staff service, pero may room pa para mas mabilis ang assistance.",Neutral,2026-08-18
BSIS,4,Staff,Nakakalito yung process kasi iba-iba ang instructions na naririnig namin.,Negative,2026-08-18
BSIS,1,Facilities,"Masikip ang ilang rooms, especially kapag full capacity ang class.",Negative,2026-08-18
BSEMC,3,Payments,"Clear naman ang amount na kailangan bayaran, although may times na kailangan magtanong.",Neutral,2026-08-18
BSEMC,3,Facilities,"Maraming computers sa lab ang mabagal or hindi gumagana, kaya nahihirapan kami.",Negative,2026-08-18
BSCS,3,Facilities,Helpful yung Wi-Fi sa campus; mas madali gumawa ng schoolwork online.,Positive,2026-08-18
BSIT,3,Staff,Patient yung staff kahit mahaba ang pila. Salamat sa assistance!,Positive,2026-08-18
BSEMC,3,Staff,Sana mas organized ang queue kasi ang tagal naming naghihintay!,Negative,2026-08-18
BSIT,1,Facilities,"Maayos naman ang study area, pero limited ang available seats kapag busy. No major issue.",Neutral,2026-08-18
BSCS,2,Staff,"Clear magbigay ng instructions ang staff, kaya less hassle para sa students.",Positive,2026-08-18
BSEMC,2,Payments,"Walang naging hassle sa payment ko—simple, clear, and mabilis!",Positive,2026-08-18
BSIS,3,Payments,Sana mas organized ang cashier queue dahil ang tagal naming naghihintay. Sana ma-improve soon!,Negative,2026-08-18
BSIT,2,Faculty/Professors,"Very approachable si Sir Adrian, kaya comfortable kaming magtanong kahit basic yung question. Keep it up!",Positive,2026-08-18
BSCS,3,Staff,Nakakalito yung process kasi iba-iba ang instructions na naririnig namin.,Negative,2026-08-18
BSIT,4,Staff,Sobrang helpful ng staff sa pag-process ng requests—thank you po!,Positive,2026-08-18
BSCS,1,Payments,"Hindi consistent ang information tungkol sa fees, kaya naguguluhan kami.",Negative,2026-08-18
BSEMC,4,Faculty/Professors,"Maayos naman ang instructions ni Sir Mark, although may pagkakataong kailangan pa naming magtanong for clarification.",Neutral,2026-08-18
BSEMC,1,Faculty/Professors,Medyo boring ang ilang classes ni Ma'am Reyes dahil puro lecture at kaunti ang interaction.,Negative,2026-08-18
BSIS,4,Staff,"Clear magbigay ng instructions ang staff, kaya less hassle para sa students. Keep it up!",Positive,2026-08-18
BSEMC,2,Faculty/Professors,"Maayos naman ang instructions ni Ma'am Reyes, although may pagkakataong kailangan pa naming magtanong for clarification.",Neutral,2026-08-18
BSIS,3,Payments,"Maayos naman ang instructions sa payment, pero may ilang details na kailangan kong i-confirm.",Neutral,2026-08-18
BSCS,4,Faculty/Professors,"Super helpful ni Sir Mark! Hindi lang basta nagtuturo, nagbibigay pa ng useful examples.",Positive,2026-08-18
BSCS,3,Facilities,Well-maintained ang facilities and mabilis ma-report kapag may minor issue.,Positive,2026-08-18
BSEMC,3,Faculty/Professors,Sakto lang ang interaction sa class ni Prof. Santos; sana mas marami pang discussion activities.,Neutral,2026-08-18
BSCS,1,Facilities,"Kulang ang available study spaces, kaya mahirap humanap ng place to work.",Negative,2026-08-18
BSEMC,1,Staff,"Minsan hindi clear ang instructions ng staff, kaya pabalik-balik kami. Sana ma-improve soon!",Negative,2026-08-18
BSIS,3,Facilities,Malinis ang restrooms and regularly maintained yung area.,Positive,2026-08-18
BSEMC,3,Payments,"Clear naman ang amount na kailangan bayaran, although may times na kailangan magtanong.",Neutral,2026-08-18
BSIS,2,Payments,"Convenient yung payment options, kaya hindi hassle magbayad. Super helpful!",Positive,2026-08-18
BSIT,1,Faculty/Professors,"Maayos naman ang instructions ni Sir Mark, although may pagkakataong kailangan pa naming magtanong for clarification.",Neutral,2026-08-18
BSEMC,1,Payments,Organized ang payment process kahit maraming students.,Positive,2026-08-18
BSIT,4,Staff,Patient yung staff kahit mahaba ang pila. Salamat sa assistance! Super helpful!,Positive,2026-08-18
BSCS,1,Staff,Hindi consistent ang assistance; may staff na helpful pero may times na parang minamadali kami.,Negative,2026-08-18
BSIS,1,Payments,"Hindi consistent ang information tungkol sa fees, kaya naguguluhan kami. Sana ma-improve soon!",Negative,2026-08-18
BSEMC,2,Faculty/Professors,"Ang galing ni Ma'am Reyes mag-discuss; kahit mahirap yung topic, mas naiintindihan namin. Thank you!",Positive,2026-08-18
BSIT,2,Staff,Sobrang helpful ng staff sa pag-process ng requests—thank you po!,Positive,2026-08-18
BSIS,4,Payments,"Convenient yung payment options, kaya hindi hassle magbayad.",Positive,2026-08-18
BSEMC,4,Facilities,Minsan sobrang init sa classroom dahil mahina ang aircon or ventilation. Sana maayos agad!,Negative,2026-08-18
BSCS,4,Faculty/Professors,Medyo boring ang ilang classes ni Ma'am Reyes dahil puro lecture at kaunti ang interaction.,Negative,2026-08-18
BSIS,4,Payments,Organized ang payment process kahit maraming students.,Positive,2026-08-18
BSCS,4,Payments,Sana mas organized ang cashier queue dahil ang tagal naming naghihintay.,Negative,2026-08-18
BSIS,1,Facilities,"Okay naman ang classroom facilities, although may ilang chairs na need ng maintenance.",Neutral,2026-08-18
BSIT,4,Faculty/Professors,"Naiintindihan ko naman ang lectures ni Prof. Santos, pero may ilang topics na mas okay sana kung may examples.",Neutral,2026-08-18
BSIT,3,Faculty/Professors,"Hindi laging clear ang instructions ni Sir Mark, kaya nakakalito kapag gumagawa na kami ng activity.",Negative,2026-08-18
BSIS,2,Facilities,Malinis at maayos ang classrooms! Comfortable gamitin kahit long class.,Positive,2026-08-18
BSIT,1,Payments,"Hindi consistent ang information tungkol sa fees, kaya naguguluhan kami.",Negative,2026-08-18
BSIT,4,Facilities,"Masikip ang ilang rooms, especially kapag full capacity ang class. Please address this.",Negative,2026-08-18
BSIT,3,Payments,Helpful yung cashier kapag may questions about fees and balances. Super helpful!,Positive,2026-08-18
BSEMC,4,Payments,Mabilis ma-verify ang payment at nagbibigay sila ng receipt agad. Nice! :),Positive,2026-08-18
BSEMC,3,Facilities,"Good ang ventilation sa room, kaya hindi masyadong uncomfortable during class.",Positive,2026-08-18
BSCS,2,Payments,"Minsan hindi clear kung magkano talaga ang kailangan bayaran, kaya nakakalito.",Negative,2026-08-18
BSEMC,4,Faculty/Professors,"Consistent magbigay ng feedback si Sir Mark, kaya alam namin kung saan pa kami dapat mag-improve.",Positive,2026-08-18
BSCS,2,Faculty/Professors,"Parang kulang sa examples ang discussion ni Ma'am Reyes, especially kapag complicated yung topic.",Negative,2026-08-18
BSIS,3,Faculty/Professors,"Sobrang clear ng instructions ni Prof. Cruz, kaya mas madaling sundan yung activities.",Positive,2026-08-18
BSEMC,3,Faculty/Professors,"Hindi masyadong approachable si Prof. Cruz kapag may questions, kaya minsan nagdadalawang-isip kaming magtanong.",Negative,2026-08-18
BSCS,1,Payments,Sana mas organized ang cashier queue dahil ang tagal naming naghihintay.,Negative,2026-08-18
BSIT,1,Staff,Matagal bago kami ma-assist kahit hindi naman ganun karami ang tao. Sana ma-improve soon!,Negative,2026-08-18
BSIS,2,Facilities,Malinis at maayos ang classrooms! Comfortable gamitin kahit long class.,Positive,2026-08-18
BSIT,2,Faculty/Professors,"Maayos at malinaw mag-explain si Sir Adrian, and patient siya kapag may hindi kami gets.",Positive,2026-08-18
BSEMC,4,Staff,Okay naman ang staff service; may times lang na kailangan maghintay bago ma-assist.,Neutral,2026-08-18
BSIS,3,Staff,Mabilis mag-assist ang staff kapag may kailangan kaming documents.,Positive,2026-08-18
BSCS,3,Faculty/Professors,Medyo mahirap sundan ang lectures ni Ma'am Reyes; kailangan pa naming maghanap ng ibang explanation.,Negative,2026-08-18
BSEMC,4,Staff,Patient yung staff kahit mahaba ang pila. Salamat sa assistance! :),Positive,2026-08-18
BSCS,2,Payments,Maayos ang cashier service; mabilis mag-process at polite ang staff.,Positive,2026-08-18
BSIS,1,Staff,"Maayos naman ang proseso kapag nakausap na ang staff, pero may waiting time.",Neutral,2026-08-18
BSEMC,2,Staff,Mabilis mag-assist ang staff kapag may kailangan kaming documents.,Positive,2026-08-18
BSCS,3,Payments,"Walang naging hassle sa payment ko—simple, clear, and mabilis!",Positive,2026-08-18
BSEMC,1,Facilities,"Walang major problem sa room, pero may ilang small repairs na kailangan.",Neutral,2026-08-18
BSIT,2,Staff,"Clear magbigay ng instructions ang staff, kaya less hassle para sa students. Keep it up!",Positive,2026-08-18
BSIS,4,Faculty/Professors,"Generally fine naman ang teaching style ni Ma'am Reyes, pero depende sa topic kung gaano kadali sundan.",Neutral,2026-08-18
BSIS,1,Payments,"Clear naman ang amount na kailangan bayaran, although may times na kailangan magtanong.",Neutral,2026-08-18
BSIT,4,Staff,Patient yung staff kahit mahaba ang pila. Salamat sa assistance!,Positive,2026-08-18
BSIS,3,Payments,"Sobrang haba ng pila sa payment, lalo na kapag deadline!",Negative,2026-08-18
BSCS,3,Faculty/Professors,"Super helpful ni Prof. Santos! Hindi lang basta nagtuturo, nagbibigay pa ng useful examples.",Positive,2026-08-18
BSIT,3,Faculty/Professors,Medyo mahirap sundan ang lectures ni Sir Mark; kailangan pa naming maghanap ng ibang explanation. Sana maayos agad!,Negative,2026-08-18
BSIT,2,Faculty/Professors,"Maayos naman ang instructions ni Prof. Santos, although may pagkakataong kailangan pa naming magtanong for clarification.",Neutral,2026-08-18
BSCS,2,Facilities,"Usable naman ang Wi-Fi, although may occasional connection issues.",Neutral,2026-08-18
BSEMC,3,Faculty/Professors,"Maayos naman magturo si Prof. Cruz, although minsan mabilis ang pacing ng lesson.",Neutral,2026-08-18
BSIS,4,Facilities,Kulang ang chairs and tables kapag maraming students! Sana ma-improve soon!,Negative,2026-08-18
BSEMC,4,Facilities,"Maayos naman ang study area, pero limited ang available seats kapag busy.",Neutral,2026-08-18
BSCS,4,Facilities,"Generally clean ang area, although may times na kailangan ng additional cleaning.",Neutral,2026-08-18
BSIS,4,Faculty/Professors,"Hindi laging clear ang instructions ni Ma'am Reyes, kaya nakakalito kapag gumagawa na kami ng activity. Sana ma-improve soon!",Negative,2026-08-18
BSIS,2,Facilities,"Maraming computers sa lab ang mabagal or hindi gumagana, kaya nahihirapan kami.",Negative,2026-08-18
BSCS,2,Staff,Nakakalito yung process kasi iba-iba ang instructions na naririnig namin.,Negative,2026-08-18
BSCS,4,Staff,Mahaba ang waiting time and kulang minsan ang information na binibigay.,Negative,2026-08-18
BSEMC,2,Payments,Mabilis ma-verify ang payment at nagbibigay sila ng receipt agad. Nice!,Positive,2026-08-18
BSIS,2,Faculty/Professors,"Ang galing ni Ma'am Reyes mag-discuss; kahit mahirap yung topic, mas naiintindihan namin.",Positive,2026-08-18
BSIT,1,Payments,Nakapagbayad naman ako without major problems; sakto lang ang process.,Neutral,2026-08-18
BSIT,1,Payments,Nakapagbayad naman ako without major problems; sakto lang ang process.,Neutral,2026-08-18
BSIS,3,Facilities,Well-maintained ang facilities and mabilis ma-report kapag may minor issue. Super helpful!,Positive,2026-08-18
BSCS,4,Facilities,"Usable naman ang Wi-Fi, although may occasional connection issues. No major issue.",Neutral,2026-08-18
BSEMC,4,Payments,"Clear naman ang amount na kailangan bayaran, although may times na kailangan magtanong.",Neutral,2026-08-18
BSCS,3,Staff,Maayos ang service nila and usually mabilis ang response sa inquiries.,Positive,2026-08-18
BSIS,2,Facilities,"Functional naman ang computer lab, pero may ilang units na mabagal.",Neutral,2026-08-18
BSIS,4,Faculty/Professors,"Generally fine naman ang teaching style ni Sir Mark, pero depende sa topic kung gaano kadali sundan. That's all.",Neutral,2026-08-18
BSIS,2,Staff,Maayos ang service nila and usually mabilis ang response sa inquiries. Super helpful!,Positive,2026-08-18
BSIT,2,Payments,Clear ang payment instructions and madaling sundan yung steps. Keep it up!,Positive,2026-08-18
BSIS,4,Faculty/Professors,"Patient si Prof. Santos and willing mag-explain ulit kapag may nalilito. Thank you, sir/ma'am! Super helpful!",Positive,2026-08-18
BSIS,3,Faculty/Professors,"Patient si Sir Adrian and willing mag-explain ulit kapag may nalilito. Thank you, sir/ma'am! Thank you!",Positive,2026-08-18
BSIT,3,Faculty/Professors,Medyo mahirap sundan ang lectures ni Sir Mark; kailangan pa naming maghanap ng ibang explanation.,Negative,2026-08-18
BSIT,4,Staff,"Minsan hindi clear ang instructions ng staff, kaya pabalik-balik kami.",Negative,2026-08-18
BSCS,4,Faculty/Professors,"Generally fine naman ang teaching style ni Prof. Santos, pero depende sa topic kung gaano kadali sundan. So far, okay.",Neutral,2026-08-18
BSIT,3,Payments,Clear ang payment instructions and madaling sundan yung steps.,Positive,2026-08-18
BSIT,3,Staff,Sakto lang ang service; depende rin siguro kung gaano karami ang students.,Neutral,2026-08-18
BSIS,2,Faculty/Professors,"Hindi masyadong approachable si Sir Adrian kapag may questions, kaya minsan nagdadalawang-isip kaming magtanong. Sana maayos agad!",Negative,2026-08-18
BSIS,4,Faculty/Professors,"Sobrang clear ng instructions ni Prof. Santos, kaya mas madaling sundan yung activities.",Positive,2026-08-18
BSIS,2,Staff,"Walang major issue sa staff service, pero may room pa para mas mabilis ang assistance.",Neutral,2026-08-18
BSEMC,4,Facilities,Kulang ang chairs and tables kapag maraming students!,Negative,2026-08-18
BSIT,4,Payments,Matagal ang payment verification at kailangan pang mag-follow up.,Negative,2026-08-18
BSIS,1,Faculty/Professors,Medyo mahirap sundan ang lectures ni Ma'am Reyes; kailangan pa naming maghanap ng ibang explanation.,Negative,2026-08-18
BSCS,4,Faculty/Professors,Okay naman ang discussion ni Prof. Santos; may parts lang na kailangan kong balikan pagkatapos ng class.,Neutral,2026-08-18
BSCS,2,Payments,"Walang naging hassle sa payment ko—simple, clear, and mabilis!",Positive,2026-08-18
BSIS,1,Faculty/Professors,Medyo boring ang ilang classes ni Prof. Cruz dahil puro lecture at kaunti ang interaction.,Negative,2026-08-18
BSIS,1,Payments,Mabagal ang processing kapag maraming nagbabayad. Sana mas mabilis!,Negative,2026-08-18
BSIT,3,Faculty/Professors,"Patient si Ma'am Reyes and willing mag-explain ulit kapag may nalilito. Thank you, sir/ma'am!",Positive,2026-08-18
BSIT,2,Facilities,"Okay naman ang ventilation, pero minsan medyo mainit kapag maraming students.",Neutral,2026-08-18
BSIT,3,Facilities,"Usable naman ang Wi-Fi, although may occasional connection issues. No major issue.",Neutral,2026-08-18
BSIS,2,Faculty/Professors,"Generally fine naman ang teaching style ni Prof. Santos, pero depende sa topic kung gaano kadali sundan. Overall okay.",Neutral,2026-08-18
BSEMC,3,Faculty/Professors,"Patient si Sir Mark and willing mag-explain ulit kapag may nalilito. Thank you, sir/ma'am! :)",Positive,2026-08-18
BSEMC,2,Staff,Sana mas organized ang queue kasi ang tagal naming naghihintay!,Negative,2026-08-18
BSEMC,2,Payments,"Smooth naman ang payment once my turn came, pero medyo mahaba ang pila.",Neutral,2026-08-18
BSEMC,3,Facilities,"Maayos ang chairs, tables, and lighting kaya comfortable mag-aral.",Positive,2026-08-18
BSCS,4,Facilities,"Usable naman ang Wi-Fi, although may occasional connection issues. No major issue.",Neutral,2026-08-18
BSIT,4,Staff,Medyo mahirap mag-follow up dahil hindi agad malinaw kung sino ang dapat kausapin.,Negative,2026-08-18
BSIT,3,Faculty/Professors,"Generally fine naman ang teaching style ni Prof. Santos, pero depende sa topic kung gaano kadali sundan.",Neutral,2026-08-18
BSCS,4,Staff,Patient yung staff kahit mahaba ang pila. Salamat sa assistance! Super helpful!,Positive,2026-08-18
BSIT,3,Payments,Maayos ang cashier service; mabilis mag-process at polite ang staff.,Positive,2026-08-18
BSEMC,1,Faculty/Professors,Medyo mahirap sundan ang lectures ni Sir Adrian; kailangan pa naming maghanap ng ibang explanation.,Negative,2026-08-18
BSEMC,3,Faculty/Professors,Medyo boring ang ilang classes ni Sir Adrian dahil puro lecture at kaunti ang interaction. Please address this.,Negative,2026-08-18
BSIT,2,Staff,Matagal bago kami ma-assist kahit hindi naman ganun karami ang tao. Sana ma-improve soon!,Negative,2026-08-18
BSEMC,4,Payments,Mabagal ang processing kapag maraming nagbabayad. Sana mas mabilis!,Negative,2026-08-18
BSIT,3,Staff,"Clear magbigay ng instructions ang staff, kaya less hassle para sa students.",Positive,2026-08-18
BSIT,2,Payments,Limited ang payment options kaya medyo hassle para sa students. Sana ma-improve soon!,Negative,2026-08-18
BSIS,1,Faculty/Professors,"Parang kulang sa examples ang discussion ni Prof. Cruz, especially kapag complicated yung topic.",Negative,2026-08-18
BSEMC,2,Staff,Patient yung staff kahit mahaba ang pila. Salamat sa assistance!,Positive,2026-08-18
BSIT,3,Faculty/Professors,"Naiintindihan ko naman ang lectures ni Prof. Cruz, pero may ilang topics na mas okay sana kung may examples. That's all.",Neutral,2026-08-18
BSIT,4,Facilities,"Kulang ang available study spaces, kaya mahirap humanap ng place to work. Medyo frustrating.",Negative,2026-08-18
BSCS,4,Facilities,"Okay naman ang classroom facilities, although may ilang chairs na need ng maintenance. No major issue.",Neutral,2026-08-18
BSIT,3,Payments,"Nakapagbayad naman ako without major problems; sakto lang ang process. So far, okay.",Neutral,2026-08-18
BSEMC,2,Facilities,"Maraming computers sa lab ang mabagal or hindi gumagana, kaya nahihirapan kami.",Negative,2026-08-18
BSIT,2,Staff,"Maayos naman kausap ang staff, although minsan busy sila kaya delayed ang response. No major issue.",Neutral,2026-08-18
BSCS,4,Facilities,Malinis ang restrooms and regularly maintained yung area. :),Positive,2026-08-18
BSCS,3,Staff,Super accommodating yung staff! Mabilis silang sumagot kapag may concern kami.,Positive,2026-08-18
BSCS,2,Payments,"Walang naging hassle sa payment ko—simple, clear, and mabilis!",Positive,2026-08-18
BSIS,2,Staff,Sakto lang ang service; depende rin siguro kung gaano karami ang students.,Neutral,2026-08-18
BSEMC,1,Facilities,Well-maintained ang facilities and mabilis ma-report kapag may minor issue. Keep it up!,Positive,2026-08-18
BSIS,2,Faculty/Professors,"Super helpful ni Prof. Santos! Hindi lang basta nagtuturo, nagbibigay pa ng useful examples.",Positive,2026-08-18
BSEMC,2,Facilities,"Masikip ang ilang rooms, especially kapag full capacity ang class.",Negative,2026-08-18
BSEMC,1,Staff,"Maayos naman kausap ang staff, although minsan busy sila kaya delayed ang response.",Neutral,2026-08-18
BSCS,1,Faculty/Professors,"Sobrang clear ng instructions ni Sir Adrian, kaya mas madaling sundan yung activities. Salamat po!",Positive,2026-08-18
BSCS,3,Staff,Matagal bago kami ma-assist kahit hindi naman ganun karami ang tao.,Negative,2026-08-18
BSIT,1,Staff,Matagal bago kami ma-assist kahit hindi naman ganun karami ang tao.,Negative,2026-08-18
BSIS,3,Faculty/Professors,"Generally fine naman ang teaching style ni Sir Mark, pero depende sa topic kung gaano kadali sundan.",Neutral,2026-08-18
BSIT,4,Faculty/Professors,"Madalas late dumating ang feedback ni Ma'am Reyes, kaya nahihirapan kaming malaman kung tama ang ginagawa namin. Medyo frustrating.",Negative,2026-08-18
BSCS,4,Facilities,"Masikip ang ilang rooms, especially kapag full capacity ang class.",Negative,2026-08-18
BSIT,2,Staff,Mahaba ang waiting time and kulang minsan ang information na binibigay.,Negative,2026-08-18
BSIS,3,Staff,Mahaba ang waiting time and kulang minsan ang information na binibigay.,Negative,2026-08-18
BSCS,3,Facilities,"Maayos naman ang study area, pero limited ang available seats kapag busy.",Neutral,2026-08-18
BSIT,3,Payments,Limited ang payment options kaya medyo hassle para sa students. Please address this.,Negative,2026-08-18
BSIS,1,Facilities,May mga sirang equipment na matagal bago ma-repair.,Negative,2026-08-18
BSIS,4,Facilities,"Maganda ang study areas—malinis, tahimik, and convenient! :)",Positive,2026-08-18
BSIT,3,Staff,Maayos kausap ang staff and respectful sila kahit maraming students na nagtatanong.,Positive,2026-08-18
BSCS,3,Payments,"Clear naman ang amount na kailangan bayaran, although may times na kailangan magtanong.",Neutral,2026-08-18
BSIT,2,Staff,Matagal bago kami ma-assist kahit hindi naman ganun karami ang tao.,Negative,2026-08-18
BSIT,2,Payments,Organized ang payment process kahit maraming students.,Positive,2026-08-18
BSIT,2,Staff,"Okay naman ang communication, although minsan kailangan kong ulitin yung concern.",Neutral,2026-08-18
BSIS,4,Payments,"Generally okay ang cashier service, pero depende sa dami ng tao ang waiting time.",Neutral,2026-08-18
BSIS,2,Staff,Mabilis mag-assist ang staff kapag may kailangan kaming documents.,Positive,2026-08-18
BSEMC,2,Staff,Mahaba ang waiting time and kulang minsan ang information na binibigay.,Negative,2026-08-18
BSEMC,4,Payments,"Generally okay ang cashier service, pero depende sa dami ng tao ang waiting time.",Neutral,2026-08-18
BSIT,1,Staff,Mabilis mag-assist ang staff kapag may kailangan kaming documents. Super helpful!,Positive,2026-08-18
