Course,Year Level,Category,Comment,Sentiment,Date
BSCE,2,Faculty,"Honestly, class starts late tas natatapos din late, sayang oras namin. sana maayos na.",Negative,2026-11-01
BSBA,3,Staff,"Average lang, hindi maganda hindi rin masama.",Neutral,2026-02-04
BSIT,4,Facilities,"Btw, facilities team quickly addressed the broken projector before our presentation. sana maayos na.",Positive,2026-10-12
BSED,3,Staff,Nakakatuwa kasi sinagot agad ni ma'am yung concern ko sa OSA within the day. sobra.,Positive,2026-05-22
BSHM,4,Facilities,"Ang linis ng bagong renovated CR sa building B, malaking improvement talaga.",Positive,2026-01-07
BSA-MA,4,Facilities,"Sa totoo lang, new lighting sa hallway mas maliwanag na, safer na maglakad sa gabi.",Positive,2026-02-27
BSED,2,Facilities,"Update: average lang, wala namang masyadong issue pero wala ring standout. di ko lang masabi kung tama ba ako.",Neutral,2026-03-17
BSTM,1,Faculty,"Just my two cents, i appreciate how our instructor gives real-world examples, mas naiintindihan ko yung lesson. di ko lang masabi kung tama ba ako.",Positive,2026-02-24
BSTM,1,Faculty,"Tbh, not sure pa kung effective yung teaching style, kailangan pa siguro ng oras.",Neutral,2026-05-27
BSHM,3,Payments,"Payment portal is working smoothly now, walang lag kahit peak hours.",Positive,2026-07-30
BSBA,4,Faculty,"Napaka boring ng lecture style, puro reading slides walang explanation.",Negative,2026-09-06
BSTM,4,Staff,"Just my two cents, sobrang accommodating ng guard sa gate, sinamahan pa ako hanap ng room.",Positive,2026-01-20
BSIS,3,Faculty,"Deadlines change without warning, tapos kami pa nasisisi kung di namin nasunod.",Negative,2026-07-26
BSIS,4,Facilities,"Tbh, bagong chairs sa canteen mas comfortable, di na masakit ang likod after klase.",Positive,2026-01-20
BSED,3,Faculty,the best prof fr fr,Positive,2026-05-02
BSCS,4,Staff,"Just my two cents, they're fine most of the time, minsan lang medyo mabagal. sana ma-address to.",Neutral,2026-05-18
BSA,1,Facilities,"FYI, mixed experience, maganda yung isang building pero luma pa yung isa. no cap.",Neutral,2026-06-22
BSA-MA,3,Facilities,"Update: bagong chairs sa canteen mas comfortable, di na masakit ang likod after klase. no cap.",Positive,2026-06-09
BSBA,4,Faculty,"Tbh, grading is so inconsistent, same answer pero iba grade namin ng groupmate ko. sana maayos na.",Negative,2026-02-20
BSN,2,Facilities,"Not bad, pero medyo outdated na yung ibang equipment.",Neutral,2026-06-03
BSPSY,4,Payments,Medyo tagal pero maayos naman ang naging transaction sa huli. sana ma-address to.,Neutral,2026-06-14
BSBA,4,Faculty,"Sabi maayos daw grading nila this sem, in reality mali pa rin lagi grade ko kesa sa totoong ginawa ko.",Negative,2026-11-06
BSCE,1,Facilities,"Not bad, pero medyo outdated na yung ibang equipment. just saying.",Neutral,2026-04-07
BEED,2,Payments,"FYI, wala akong strong opinion, straightforward lang naman ang binayaran ko. sana ma-address to.",Neutral,2026-07-28
BSPSY,4,Faculty,grabe.,Negative,2026-09-22
BSA,1,Staff,"Sa totoo lang, medyo mixed experience, minsan mabilis, minsan hindi.",Neutral,2026-09-21
BSA-MA,2,Payments,"FYI, okay lang naman, medyo mabagal pero natapos din naman. sana ma-address to.",Neutral,2026-02-03
BSBA,4,Staff,"Honestly, okay naman ang service, wala lang masyadong extra effort. sobra.",Neutral,2026-03-11
BSA-MA,1,Staff,"FYI, front desk personnel greeted us warmly, nagpapagaan ng mood pag pupunta ka doon. grabe talaga.",Positive,2026-03-30
BSN,2,Faculty,"The professor's passion for the subject is contagious, nagustuhan ko tuloy yung course.",Positive,2026-01-30
BSN,1,Facilities,"Sa totoo lang, projector in our room hasn't worked all semester, laging nangangapa si prof. grabe talaga.",Negative,2026-08-22
