Category,Sentiment,Comment,Facilities_Bathrooms,Facilities_Cafeteria,Facilities_Classrooms,Facilities_Cleanliness,Facilities_Computers,Facilities_Furniture,Facilities_Monitors,Facilities_Spaces,Payments_Accessibility,Payments_Accounting,Payments_Courteous,Payments_DigitalTrust,Payments_InfoClarity,Payments_Processing,Payments_Queues,Payments_Security,Professor_Approachability,Professor_Clarity,Professor_ClassroomMgmt,Professor_Fairness,Professor_Feedback,Professor_Mastery,Professor_Punctuality,Professor_TeachingQuality,Professor_TeachingStyle,Staff_AdminComm,Staff_Canteen,Staff_Cashier,Staff_Maintenance,Staff_OfficeStaff,Staff_Registrar,Staff_Safety,Staff_Substitute,Rating
Payments,Negative,ang bagal resibo,,,,,,,,,3.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,2
Facilities,Positive,Comfortable naman yung classroom. 🙂 yung lab maayos naman this week,4.0,4.0,4.0,2.0,5.0,3.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Facilities,Negative,Sana updated yung website. 😅 aircon delikado talaga this sem,2.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,2
Facilities,Positive,malinis naman outlets this sem 😭,5.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Staff,Positive,Front desk was quick to respond this week.,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4
Professors,Neutral,Wala namang problema sa prof. Sana mas malinaw magturo. 😭,,,,,,,,,,,,,,,,,3.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,5.0,,,,,,,,,4
Payments,Neutral,The refund process was fair enough. 🙂,,,,,,,,,4.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,,,,,,,,,,,,,,,,,,3
Professors,Positive,"Sa ngayon, the teacher gives fair grades.",,,,,,,,,,,,,,,,,5.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,,,,,,,,,4
Staff,Positive,"So far, the guard was accommodating ngayong sem. 😭",,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,4
Facilities,Negative,The gym was a safety hazard ngayong sem. 😭,1.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2
Professors,Negative,boring ang klase adviser this sem,,,,,,,,,,,,,,,,,1.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,2
Professors,Positive,"Very good professor. 😅 Sa ngayon, the adviser gives fair grades.",,,,,,,,,,,,,,,,,3.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,5.0,,,,,,,,,4
Professors,Positive,malinaw magturo yung instructor this week 🙂,,,,,,,,,,,,,,,,,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,,,,,,,,5
Payments,Negative,"The fees had hidden fees. Plus, yung payment sobrang abala ngayong sem",,,,,,,,,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,2
Payments,Negative,Grabe katagal maproseso - talaga naman.,,,,,,,,,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,2
Staff,Positive,"Staff answered my question. Plus, sana mas mabilis next time.",,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,4
Facilities,Neutral,"yung chairs okay lang this sem 😭, overall.",2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,2
Payments,Negative,Grabe katagal maproseso. 😭 Sobrang abala ng buong proseso.,,,,,,,,,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,2
Payments,Positive,The online payment system had no issues at all this sem.,,,,,,,,,5.0,4.0,3.0,4.0,5.0,2.0,5.0,3.0,,,,,,,,,,,,,,,,,,4
Staff,Negative,walang respeto sa customer staff sa office 😭,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2
Payments,Neutral,Fees manageable naman this sem — medyo lang.,,,,,,,,,3.0,4.0,2.0,4.0,1.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,3
Professors,Negative,"Sa ngayon, the teacher needs to slow down this sem. 😅",,,,,,,,,,,,,,,,,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,,,,,,,,,3
Facilities,Positive,"Sa ngayon, the campus was clean and quiet ngayong sem. 🙂",2.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Staff,Positive,"Overall, cashier was kind to us today. 😅 Plus, ang bagal sumagot staff sa office",,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,4.0,4.0,5.0,5.0,1.0,3.0,3
Facilities,Positive,malinis naman yung chairs ngayong sem 🙂,3.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Facilities,Negative,delikado talaga yung projector 🙂,3.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,2
Payments,Negative,The online payment system is confusing.,,,,,,,,,4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,2
Payments,Negative,yung portal hindi ko gets yung charges today 🙂,,,,,,,,,4.0,2.0,5.0,3.0,3.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,,,3
Facilities,Positive,sulit talaga yung gym this week,4.0,1.0,3.0,4.0,3.0,5.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Staff,Positive,Cashier was quick to respond. They went above and beyond to help.,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,4
Facilities,Neutral,"yung lab walang extra this sem. Plus, the projector is fair for now this sem. 😭",3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Professors,Negative,"si ma'am mabilis masyado magturo this week 🙂 Plus, sana mas malinaw magturo.",,,,,,,,,,,,,,,,,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,2
Professors,Negative,adviser medyo istrikto,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,,,,,,,,,2
Facilities,Positive,okay na okay outlets this sem,3.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Professors,Negative,Sana mas malinaw magturo. 😭 Sana mas malinaw magturo. 😅,,,,,,,,,,,,,,,,,3.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,,,,,,,,,2
Staff,Neutral,"sakto lang staff sa office 🙂 On the other hand, so far, admin staff was average overall. 😅",,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0,3
Professors,Positive,The facilitator gives fair grades this week. 😅 Discussion was interesting. 😅,,,,,,,,,,,,,,,,,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,,,,,,,,,4
Payments,Negative,"sobrang abala process ng bayad ngayong sem 😭 Also, payment confirmation took time. 🙂",,,,,,,,,2.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,2
Staff,Neutral,si guard pwede na ngayong sem 🙂,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4
Staff,Neutral,Wala naman akong issue. 😐 — sakto lang.,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,3
Staff,Negative,The maintenance team needs more people on duty ngayong sem.,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2
Professors,Neutral,yung instructor okay lang magturo today 😅 One of the best profs I've had.,,,,,,,,,,,,,,,,,3.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,,,,,,,,,2
Payments,Neutral,no issues so far — sakto lang.,,,,,,,,,2.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,3
Professors,Negative,yung prof sobrang harsh mag-comment this sem 😭,,,,,,,,,,,,,,,,,2.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,,,,,,,,,2
Staff,Neutral,"No comment, okay naman. 😐 - could be better.",,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3
Payments,Positive,good experience overall. 😊 — for real.,,,,,,,,,4.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,,,,,,,,,,,,,,,,,,4
Staff,Negative,Sana mas maraming staff. 😭 — sa totoo lang.,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2
Staff,Positive,"Sa ngayon, the guard was very good today this sem.",,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4
Professors,Neutral,"good prof, no complaints. 😐, sakto lang.",,,,,,,,,,,,,,,,,3.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,,,,,,,,,3
Staff,Negative,"Walang respeto sa estudyante. 🙂 Plus, sobrang masungit ng staff dito; medyo great pero manageable pa rin.",,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,2
Facilities,Negative,"Honestly, the computer lab was outdated and worn out ngayong sem.",2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2
Payments,Negative,"Confusing yung payment breakdown. 🙂 Also, smooth transaction today. 😅",,,,,,,,,1.0,3.0,1.0,1.0,1.0,4.0,3.0,4.0,,,,,,,,,,,,,,,,,,2
Payments,Neutral,"Overall, the billing office was fair enough. 😅",,,,,,,,,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,3
Staff,Negative,"Ang tagal bago may sumagot. 😅 Overall, office staff seemed annoyed to help lately.",,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,2
Facilities,Negative,"Sobrang kadiri ng comfort room. 🙁, sa totoo lang.",2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2
Staff,Negative,Office staff took forever to reply today.,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,2
Professors,Neutral,"medyo strict si ma'am this sem 🙂; medyo sayang na minsan, pero sakto lang overall.",,,,,,,,,,,,,,,,,3.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,5.0,,,,,,,,,3
Staff,Negative,"sana mas maraming staff. 😅, for real.",,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2
Facilities,Negative,sobrang lamig naman yung lab lately 😅,3.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2
Professors,Negative,nakakatakot magtanong sa kanya — overall.,,,,,,,,,,,,,,,,,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,,,,,,,,,2
Facilities,Positive,okay na okay yung projector ngayong sem 🙂,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,5
Facilities,Positive,"So far, the clinic worked fine today this sem. 😭",4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Payments,Neutral,Nothing to add about payments. 😅 - in general.,,,,,,,,,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,3
Professors,Negative,Ma'am was often late.,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,,,,,,,,,2
Payments,Positive,"Overall, the portal was easy to use today.",,,,,,,,,3.0,5.0,4.0,5.0,4.0,2.0,4.0,5.0,,,,,,,,,,,,,,,,,,4
Professors,Negative,Prof needs to slow down. 🙂,,,,,,,,,,,,,,,,,2.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,,,,,,,,,2
Professors,Negative,"si facilitator boring ang klase. On the other hand, medyo strict si prof.",,,,,,,,,,,,,,,,,3.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,,,,,,,,,2
Professors,Positive,good teaching style. 🙂 - sa totoo lang.,,,,,,,,,,,,,,,,,5.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,,,,,,,,,4
Professors,Positive,"Honestly, sir gives useful examples this sem.",,,,,,,,,,,,,,,,,5.0,5.0,4.0,4.0,5.0,5.0,2.0,4.0,4.0,,,,,,,,,4
Facilities,Positive,maayos naman aircon today,4.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Payments,Positive,"So far, payment was smooth today today. 🙂 Good experience overall. 😭",,,,,,,,,5.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,,,,,,,,,,,,,,,,,,4
Payments,Negative,"Payment confirmation took time. On the other hand, confusing yung payment breakdown.",,,,,,,,,2.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,2
Facilities,Neutral,Sana dagdagan yung outlets — in general.,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Staff,Neutral,yung sa student affairs sakto lang today 😭,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,4.0,3.0,5.0,2.0,3.0,3
Payments,Positive,smooth naman process ng bayad,,,,,,,,,4.0,4.0,5.0,3.0,2.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,4
Payments,Neutral,"The portal was okay, nothing special this sem.",,,,,,,,,4.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,3
Facilities,Negative,"Honestly, the gym needs better ventilation.",3.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2
Facilities,Neutral,"Honestly, the computer lab is fair for now today.",3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Professors,Negative,Sana mas malinaw magturo. 😭 — sa totoo lang.,,,,,,,,,,,,,,,,,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,2
Facilities,Positive,"Sa ngayon, the wifi worked fine today this week.",4.0,5.0,1.0,3.0,5.0,5.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Facilities,Neutral,"Same as usual, no complaints. Plus, the cafeteria is decent overall. 😅",3.0,1.0,4.0,1.0,2.0,2.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,2
Staff,Neutral,"staff was there, did their job. 😐 — in general.",,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3
Payments,Negative,payment ang bagal lately,,,,,,,,,1.0,3.0,1.0,2.0,3.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,2
Professors,Neutral,yung instructor okay lang magturo,,,,,,,,,,,,,,,,,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,,,,,,,,,3
Payments,Positive,The fees was explained clearly. 🙂,,,,,,,,,5.0,1.0,5.0,4.0,3.0,4.0,3.0,4.0,,,,,,,,,,,,,,,,,,4
Payments,Negative,The cashier's office had an unclear breakdown. 🙂,,,,,,,,,2.0,1.0,2.0,4.0,3.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,2
Staff,Neutral,"So far, the registrar was okay, nothing special today.",,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,4.0,5.0,3.0,2.0,1.0,3
Payments,Negative,yung portal palaging nag-e-error this sem,,,,,,,,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1
Payments,Positive,"Sa ngayon, the billing office was smooth today. 🙂",,,,,,,,,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,4
Payments,Neutral,"It's fine, nothing more to say. 😐 — pwede na.",,,,,,,,,4.0,3.0,2.0,5.0,3.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,3
Payments,Negative,"Sa ngayon, the cashier's office kept crashing during checkout today.",,,,,,,,,1.0,3.0,2.0,3.0,4.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,2
Payments,Neutral,yung portal medyo mahal for students today 🙂,,,,,,,,,4.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,2
Staff,Neutral,yung secretary sakto lang ngayong sem,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,3
Facilities,Negative,"Need more study spaces, sobra.",2.0,1.0,3.0,5.0,2.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2
Facilities,Negative,"Overall, the classroom is too small ngayong sem. 🙂",1.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2
Facilities,Neutral,yung classroom okay lang this week 😭 maayos naman computers,5.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Professors,Positive,Good teaching style. 😊 - tbh.,,,,,,,,,,,,,,,,,4.0,4.0,5.0,5.0,4.0,1.0,5.0,3.0,4.0,,,,,,,,,4
Payments,Positive,Mabilis ang transaction process ng bayad - no complaints here.,,,,,,,,,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,4
Facilities,Positive,love the library! 🙂 — so far so good.,3.0,3.0,4.0,5.0,2.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Staff,Positive,Student affairs was very good today today.,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,4
Professors,Neutral,si facilitator okay lang magturo 😭,,,,,,,,,,,,,,,,,4.0,1.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,,,,,,,,,3
Payments,Positive,No problem with payments. 😅 - no complaints here.,,,,,,,,,4.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,,,,,,,,,,,,,,,,,,4
Professors,Negative,"Sana mas malinaw magturo. 😭, overall.",,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,2.0,,,,,,,,,2
Staff,Positive,Office staff made the process easy this week — no complaints here.,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,3.0,3.0,1.0,4.0,4.0,2.0,3
Staff,Positive,Mabait naman sila. 🙂 - for real.,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,4
Staff,Positive,"Honestly, cashier was very helpful this week. So far, the staff handled my concern well this week.",,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,4
Professors,Neutral,"Good prof, no complaints. 😐 - in general.",,,,,,,,,,,,,,,,,4.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,,,,,,,,,3
Facilities,Positive,"Comfortable naman yung classroom. 😊, sa totoo lang.",5.0,4.0,3.0,3.0,3.0,5.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Professors,Negative,Sir was condescending to students this week.,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,,,,,,,,,2
Staff,Neutral,"Staff was there, did their job. 😅 On the other hand, guard sa gate medyo pabigat 😭",,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3
Professors,Positive,"Ma'am makes lessons easy to follow, as expected.",,,,,,,,,,,,,,,,,4.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,,,,,,,,,4
Facilities,Negative,The gym was in bad shape this sem.,3.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Facilities,Positive,Comfortable naman yung classroom. 😊 - tbh.,3.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Payments,Neutral,"It's fine, nothing more to say. 😐, pwede na.",,,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,,,,,,,,,,,,,,,,,,3
Professors,Neutral,Discussion was interesting - sa totoo lang.,,,,,,,,,,,,,,,,,2.0,3.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,,,,,,,,,3
Professors,Neutral,The teacher is fair for now - overall.,,,,,,,,,,,,,,,,,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,,,,,,,,,3
Payments,Positive,"sulit ang proseso yung breakdown. Plus, payment confirmation took time.",,,,,,,,,5.0,1.0,5.0,5.0,4.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,4
Professors,Positive,very good professor. 🙂 - no complaints here.,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,,,,,,,,,4
Payments,Neutral,sana mas malinaw yung breakdown. 😐 - nothing special.,,,,,,,,,4.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,3
Professors,Negative,"Sana mas malinaw magturo. 🙁, ang hirap.",,,,,,,,,,,,,,,,,3.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,,,,,,,,,2
Staff,Neutral,"No comment, okay naman. 😭 Also, manageable naman yung registrar",,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3
Professors,Neutral,"Good prof, no complaints. 😐 — could be better.",,,,,,,,,,,,,,,,,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,,,,,,,,,3
Staff,Negative,"Nakakainsulto yung pagsagot niya. 😭, overall.",,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1
Facilities,Neutral,"Okay yung library hours. 🙂 Plus, the campus needs cleaning ngayong sem. 😭",3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Staff,Negative,"Sana mas mabilis next time. 🙂 Sa ngayon, the guard snapped at me for no reason this sem.",,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2
Facilities,Neutral,"Okay yung library hours, could be better.",3.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Facilities,Negative,"Sobrang kadiri ng comfort room. 🙁, tbh.",1.0,3.0,4.0,3.0,3.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,2
Staff,Negative,"Sa ngayon, office staff was dismissive of my concern. 🙂",,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2
Facilities,Neutral,"Same as usual, no complaints. On the other hand, the CR was clean and quiet lately.",2.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Facilities,Neutral,The computer lab is okay. The hallway was neglected for months. 😭,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Payments,Negative,"The billing office was not explained well. Plus, payment sira ang portal ngayong sem 😅",,,,,,,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1
Professors,Negative,"yung prof nakakatakot lapitan. Plus, grading felt unfair sometimes.",,,,,,,,,,,,,,,,,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,,2
Staff,Positive,"So far, staff was accommodating.",,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,4
Payments,Neutral,payment was acceptable. 😐 — tbh.,,,,,,,,,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,3
Professors,Negative,"Grading felt unfair sometimes. Also, walang preparation si ma'am lately 🙂",,,,,,,,,,,,,,,,,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,2
Facilities,Positive,Comfortable naman yung classroom. 😭 - as expected.,5.0,4.0,1.0,3.0,5.0,1.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Payments,Negative,The portal had an unclear breakdown. 🙂,,,,,,,,,1.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,2
Payments,Neutral,"The fees was okay, nothing special.",,,,,,,,,4.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,,2
Facilities,Positive,Nice environment overall. 😊 — consistently.,5.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Payments,Positive,"Payment was quick and easy, honestly.",,,,,,,,,3.0,5.0,3.0,4.0,2.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,4
Professors,Neutral,"Sana mas maraming examples. 😐, medyo lang.",,,,,,,,,,,,,,,,,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,,,,,,,,,3
Facilities,Neutral,"yung projector pwede na 😐, sakto lang.",3.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Staff,Negative,admin ang bagal sumagot,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0,2
Payments,Positive,mabilis ang transaction yung breakdown lately,,,,,,,,,3.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,4
Facilities,Neutral,"Nothing special about the room. 😭 On the other hand, computers maaliwalas 🙂",2.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Facilities,Positive,"Nice environment overall, overall.",3.0,5.0,3.0,5.0,4.0,5.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,4
Payments,Negative,"So far, the portal took too much time today. May sobrang bayad akong nakita, di maliwanag.",,,,,,,,,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,2
Facilities,Neutral,The projector could be better lately. 😅,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,3
Staff,Positive,Staff answered my question - in general.,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5
Staff,Negative,yung registrar parang laging naiinis 😅,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2
